word,total_count,episode_count,episodes
suspect,125,59,"1x01:1,1x03:5,1x04:1,1x05:2,1x06:4,1x09:4,1x12:2,2x01:1,2x02:1,2x04:4,2x05:3,2x06:3,2x07:3,2x09:7,2x10:4,2x11:2,2x12:2,3x01:4,3x02:2,3x04:2,3x05:1,3x08:1,3x09:1,3x10:3,3x11:1,3x12:1,4x01:2,4x02:2,4x03:4,4x04:2,4x05:1,4x06:1,4x08:2,4x11:3,4x12:1,5x05:1,5x06:1,5x09:1,5x10:5,5x11:1,6x04:4,6x06:2,6x07:2,6x08:2,6x11:3,7x03:1,7x04:2,7x06:3,7x07:1,7x10:2,7x11:1,7x12:1,8x01:1,8x02:1,8x03:2,8x06:1,8x09:1,8x11:2,8x12:1"
spend,124,64,"1x04:1,1x05:1,1x06:3,1x07:2,1x08:4,1x09:1,1x10:2,1x11:3,1x12:2,2x03:2,2x06:7,2x07:2,2x10:2,2x11:1,2x12:1,3x01:2,3x02:1,3x03:2,3x04:1,3x05:3,3x06:1,3x07:1,3x08:1,3x10:4,3x12:4,4x01:1,4x03:1,4x04:4,4x05:2,4x06:1,4x07:3,4x08:1,4x09:5,4x11:2,5x01:1,5x02:2,5x03:1,5x04:1,5x06:2,5x08:2,5x09:2,5x12:1,6x01:1,6x02:3,6x03:5,6x04:1,6x05:1,6x07:1,6x08:1,6x11:1,7x02:1,7x03:1,7x04:2,7x05:3,7x07:2,7x08:1,7x09:2,7x10:1,7x11:2,7x12:2,8x03:2,8x09:1,8x10:2,8x11:2"
crazy,123,63,"1x02:1,1x03:1,1x07:1,1x08:2,1x09:1,1x11:1,1x12:1,2x01:1,2x02:1,2x03:2,2x04:1,2x05:1,2x09:2,2x12:1,3x05:1,3x06:3,3x07:1,3x08:1,3x10:2,3x11:1,4x01:4,4x02:2,4x03:2,4x04:1,4x06:1,4x07:1,4x10:2,4x12:1,5x03:2,5x06:2,5x07:3,5x08:2,5x09:3,5x11:2,5x12:2,6x02:1,6x03:1,6x04:4,6x05:2,6x06:2,6x07:2,6x08:1,6x09:1,6x11:3,6x12:2,7x01:5,7x02:3,7x03:2,7x06:6,7x07:4,7x08:2,7x09:3,7x10:3,7x11:1,7x12:5,8x01:2,8x03:1,8x05:1,8x06:4,8x07:1,8x08:2,8x09:2,8x11:1"
second,123,66,"1x02:1,1x03:2,1x04:1,1x06:3,1x07:1,1x08:1,1x09:2,1x10:2,1x11:3,1x12:2,2x01:1,2x02:1,2x03:1,2x07:1,2x11:1,2x12:1,3x01:1,3x03:2,3x04:3,3x06:2,3x07:2,3x08:3,3x09:2,3x10:2,4x02:1,4x03:2,4x04:1,4x05:1,4x10:1,5x01:1,5x03:3,5x04:2,5x05:1,5x06:1,5x07:1,5x08:1,5x09:3,5x10:2,5x11:2,5x12:1,6x01:2,6x02:3,6x03:6,6x04:4,6x05:2,6x07:1,6x08:1,6x09:6,6x10:1,6x11:3,6x12:1,7x01:2,7x02:2,7x03:1,7x05:3,7x07:1,7x09:2,7x10:1,7x11:2,7x12:1,8x01:2,8x02:4,8x06:1,8x08:1,8x09:3,8x12:2"
truth,123,61,"1x01:1,1x02:3,1x04:1,1x06:2,1x08:3,1x09:3,1x11:4,1x12:2,2x01:2,2x02:2,2x03:2,2x06:1,2x07:4,2x08:1,2x09:1,2x10:1,3x01:1,3x02:1,3x03:1,3x04:1,3x06:2,3x07:1,3x08:1,3x09:3,3x10:3,3x11:1,3x12:3,4x02:2,4x03:1,4x04:2,4x06:6,4x08:2,4x12:4,5x01:1,5x03:2,5x04:1,5x05:1,5x08:3,5x09:1,5x10:2,5x12:1,6x05:2,6x06:1,6x10:1,7x01:6,7x02:3,7x03:1,7x04:2,7x05:1,7x07:1,7x08:1,7x10:5,7x11:2,7x12:4,8x01:1,8x03:4,8x06:2,8x07:2,8x08:1,8x09:2,8x10:1"
child,122,59,"1x01:1,1x05:1,1x06:1,1x07:4,1x08:2,1x10:5,1x12:1,2x01:4,2x02:4,2x04:1,2x05:2,2x06:1,2x07:4,2x10:2,3x01:1,3x02:5,3x03:5,3x04:1,3x05:2,3x07:1,3x08:1,3x11:1,3x12:1,4x01:1,4x02:1,4x03:1,4x04:3,4x06:3,4x07:4,4x09:2,4x10:6,4x11:1,4x12:2,5x01:2,5x02:5,5x03:3,5x04:1,5x05:1,5x06:1,5x08:1,5x09:3,5x10:1,5x12:1,6x01:3,6x02:1,6x03:1,6x04:1,6x06:2,6x08:1,6x11:1,6x12:2,7x02:1,7x04:2,7x06:1,7x10:2,8x05:2,8x09:3,8x10:4,8x11:1"
mine,122,67,"1x01:1,1x02:2,1x03:2,1x07:1,1x08:2,1x09:1,1x10:2,1x11:3,1x12:2,2x01:1,2x02:1,2x04:1,2x05:1,2x06:1,2x09:3,2x10:1,2x11:2,2x12:4,3x01:4,3x03:2,3x04:1,3x05:3,3x06:1,3x07:1,3x08:1,3x11:1,3x12:1,4x02:2,4x04:1,4x06:2,4x08:1,4x09:3,4x10:1,4x11:1,4x12:3,5x05:2,5x06:2,5x07:2,5x08:4,5x09:3,5x10:1,5x12:3,6x01:1,6x02:1,6x03:3,6x04:1,6x05:1,6x08:2,6x09:3,6x10:4,6x11:2,6x12:1,7x01:1,7x03:1,7x04:3,7x05:4,7x07:2,7x08:1,7x09:2,7x10:1,7x11:1,8x02:2,8x03:1,8x05:2,8x07:2,8x09:2,8x10:1"
answer,121,65,"1x02:2,1x04:1,1x05:1,1x06:1,1x09:1,1x10:3,1x11:4,1x12:2,2x01:2,2x02:2,2x03:4,2x04:4,2x05:1,2x06:1,2x08:4,2x09:1,2x11:3,2x12:1,3x02:3,3x03:2,3x04:3,3x05:1,3x06:2,3x07:4,3x08:2,3x09:1,3x10:3,3x12:1,4x01:2,4x02:1,4x05:1,4x06:2,4x07:1,4x10:2,4x12:2,5x01:1,5x02:1,5x03:3,5x09:1,5x10:1,5x11:1,6x01:2,6x02:3,6x03:2,6x04:4,6x05:1,6x06:1,6x07:1,6x08:3,6x10:2,6x12:1,7x03:1,7x04:1,7x05:1,7x06:1,7x08:1,7x09:1,7x12:1,8x01:2,8x03:1,8x05:1,8x07:4,8x09:5,8x10:1,8x11:1"
code,119,52,"1x01:2,1x03:2,1x09:2,1x10:2,1x11:3,1x12:5,2x01:2,2x02:2,2x03:2,2x06:1,2x09:3,2x10:3,2x11:3,2x12:2,3x01:5,3x03:4,3x05:1,3x07:4,3x08:9,3x09:2,3x10:1,3x11:4,3x12:1,4x01:3,4x02:3,4x03:1,4x05:1,4x08:1,4x12:1,5x03:1,5x04:2,5x09:1,6x04:1,6x06:2,6x07:2,6x10:1,6x11:1,7x01:1,7x02:3,7x07:1,7x08:2,7x10:3,7x12:1,8x01:3,8x02:3,8x03:2,8x05:1,8x06:3,8x07:3,8x08:4,8x11:2,8x12:1"
control,119,49,"1x01:2,1x02:3,1x03:1,1x04:1,1x06:3,1x07:3,1x08:17,1x10:1,1x12:1,2x01:1,2x02:1,2x03:1,2x05:1,2x06:1,2x07:7,2x08:3,2x10:1,2x11:3,2x12:2,3x01:1,3x03:1,3x05:1,3x07:2,3x08:2,3x10:3,3x12:2,4x04:1,4x05:3,4x09:1,4x12:2,5x02:3,6x02:1,6x09:2,6x10:1,6x11:1,6x12:5,7x01:3,7x02:5,7x03:5,7x04:2,7x07:1,7x09:4,7x10:1,8x01:1,8x02:1,8x03:1,8x06:3,8x07:5,8x08:2"
huh,119,63,"1x02:2,1x03:2,1x04:3,1x05:3,1x06:2,1x08:3,1x09:1,1x10:2,1x11:1,1x12:1,2x01:1,2x02:1,2x04:1,2x05:1,2x12:1,3x03:5,3x04:3,3x05:3,3x06:3,3x07:3,3x08:10,3x09:3,3x10:2,3x11:1,4x01:2,4x02:2,4x03:1,4x04:2,4x06:1,4x08:1,4x09:1,4x10:2,4x11:1,4x12:1,5x01:1,5x02:4,5x03:2,5x04:1,5x05:1,5x07:1,5x09:1,5x10:1,6x02:1,6x04:1,6x05:6,6x08:3,6x10:2,7x02:1,7x03:1,7x04:1,7x05:1,7x06:2,7x07:1,7x11:1,8x01:2,8x03:1,8x05:1,8x06:3,8x07:1,8x08:1,8x09:3,8x10:1,8x12:1"
mistake,119,59,"1x02:1,1x03:2,1x04:2,1x07:1,1x09:4,1x10:2,1x11:4,2x01:2,2x02:2,2x05:2,2x09:2,2x10:1,2x11:1,2x12:1,3x02:2,3x03:2,3x05:2,3x08:3,3x09:1,3x11:1,3x12:2,4x01:1,4x06:1,4x07:3,4x08:9,4x10:1,4x11:6,5x02:1,5x03:2,5x05:2,5x06:1,5x07:2,5x08:1,5x09:4,5x10:1,5x11:1,5x12:1,6x01:1,6x02:1,6x03:2,6x05:1,6x07:1,6x08:2,6x09:1,6x10:8,6x11:1,7x01:2,7x04:3,7x07:1,7x11:1,7x12:3,8x01:1,8x02:2,8x03:3,8x06:1,8x08:2,8x10:3,8x11:1,8x12:1"
boat,118,46,"1x01:1,1x05:2,1x06:4,1x10:1,1x11:1,1x12:2,2x04:3,2x05:9,2x06:3,2x09:2,2x11:3,3x01:1,3x03:2,3x05:4,3x08:1,3x10:2,3x11:1,4x04:1,4x05:2,4x07:3,5x01:1,5x02:2,5x09:2,5x10:1,5x12:2,6x01:1,6x07:1,6x10:5,6x11:3,6x12:4,7x01:1,7x03:6,7x04:3,7x05:8,7x09:5,7x10:3,7x11:9,7x12:3,8x01:1,8x06:2,8x07:2,8x08:1,8x09:1,8x10:1,8x11:1,8x12:1"
drive,118,61,"1x01:1,1x02:2,1x03:3,1x04:1,1x07:1,1x08:1,1x10:1,1x11:2,1x12:4,2x01:1,2x02:1,2x03:1,2x05:1,2x06:1,2x07:1,2x08:1,2x09:1,2x12:1,3x02:2,3x04:1,3x07:3,3x11:2,3x12:1,4x03:3,4x04:1,4x07:3,4x11:2,4x12:2,5x02:2,5x03:2,5x04:1,5x05:2,5x06:1,5x07:4,5x08:3,5x10:1,5x11:4,6x02:1,6x03:2,6x04:3,6x05:3,6x06:2,6x08:5,6x09:2,7x02:5,7x03:3,7x04:1,7x06:1,7x07:2,7x08:1,7x10:2,7x11:2,8x01:1,8x02:1,8x05:2,8x06:1,8x07:1,8x08:7,8x09:2,8x11:1,8x12:2"
hide,117,61,"1x02:3,1x04:3,1x05:2,1x06:2,1x07:1,1x08:4,1x09:2,1x11:1,1x12:3,2x01:1,2x02:1,2x03:1,2x04:2,2x05:2,2x06:3,2x07:2,2x08:2,2x09:2,2x10:3,2x12:2,3x01:1,3x02:1,3x03:3,3x05:2,3x06:1,3x08:1,3x09:2,3x10:2,3x11:1,4x02:2,4x04:3,4x05:3,4x06:7,4x07:4,4x08:1,4x11:1,5x01:1,5x05:2,5x06:1,5x09:1,5x11:2,6x01:2,6x02:3,6x10:1,6x11:1,6x12:2,7x03:4,7x04:1,7x05:2,7x07:1,7x08:2,7x09:1,7x12:2,8x01:1,8x02:2,8x03:2,8x05:1,8x06:1,8x08:1,8x09:2,8x10:1"
message,117,59,"1x01:1,1x02:2,1x03:3,1x04:4,1x05:1,1x07:4,1x08:1,1x09:1,1x11:5,1x12:2,2x01:1,2x02:1,2x06:1,2x12:2,3x02:1,3x05:1,3x07:1,3x08:3,3x09:1,3x10:1,3x12:1,4x03:2,4x04:1,4x06:1,4x07:2,4x11:2,4x12:1,5x01:1,5x02:1,5x03:3,5x07:1,5x08:1,5x09:1,5x10:1,5x11:3,5x12:1,6x01:3,6x02:2,6x04:2,6x05:3,6x06:2,6x07:3,6x08:1,6x09:5,6x10:1,6x11:2,6x12:1,7x02:2,7x03:1,7x06:2,7x10:2,7x11:2,8x01:10,8x02:1,8x03:1,8x05:2,8x07:3,8x09:5,8x12:1"
number,117,55,"1x02:1,1x05:3,1x06:3,1x07:2,1x08:1,1x10:4,1x11:1,2x01:1,2x02:1,2x10:3,2x11:3,2x12:1,3x01:1,3x02:1,3x06:1,3x08:5,3x10:4,4x01:1,4x02:1,4x04:1,4x05:1,4x06:2,4x10:1,4x11:2,4x12:3,5x02:2,5x03:3,5x04:1,5x05:1,5x07:1,5x08:1,5x10:4,5x11:2,5x12:2,6x03:2,6x04:5,6x05:8,6x06:3,6x07:6,6x08:2,6x09:2,6x10:1,6x11:1,6x12:1,7x02:3,7x03:1,7x04:1,7x05:1,7x06:2,7x10:2,7x12:2,8x01:2,8x05:3,8x07:3,8x12:1"
perfect,117,61,"1x01:1,1x02:2,1x03:1,1x04:3,1x05:2,1x06:1,1x08:3,1x10:2,1x11:2,1x12:1,2x01:2,2x02:2,2x06:3,2x07:4,2x08:1,2x10:2,2x12:1,3x01:2,3x02:1,3x03:1,3x04:1,3x06:2,3x07:5,3x08:1,3x10:1,3x11:2,3x12:1,4x01:6,4x02:1,4x04:2,4x05:2,4x06:2,4x07:2,4x08:2,4x09:3,4x10:3,4x12:3,5x01:2,5x03:1,5x05:1,5x09:1,5x11:1,6x02:1,6x03:1,6x04:1,6x05:1,6x07:2,6x09:1,6x10:1,6x11:2,7x08:2,7x09:1,7x10:2,8x02:3,8x03:4,8x05:3,8x08:3,8x09:1,8x10:1,8x11:2,8x12:3"
protect,117,58,"1x04:1,1x06:3,1x11:5,1x12:1,2x01:1,2x02:1,2x03:3,2x04:1,2x05:1,2x06:3,2x07:1,2x10:2,2x12:1,3x05:2,3x07:1,3x08:1,3x09:1,3x10:3,3x12:4,4x04:2,4x07:1,4x09:1,4x10:3,4x11:4,4x12:1,5x01:1,5x02:1,5x06:1,5x07:1,5x09:3,5x10:3,5x11:3,5x12:1,6x01:3,6x02:1,6x04:1,6x07:1,6x08:3,6x09:1,6x11:1,7x02:2,7x03:1,7x04:3,7x05:2,7x07:4,7x10:1,7x11:2,7x12:3,8x02:3,8x03:2,8x05:4,8x06:3,8x07:1,8x08:2,8x09:2,8x10:7,8x11:1,8x12:1"
forget,116,72,"1x03:1,1x04:2,1x05:1,1x06:2,1x08:1,1x09:2,1x10:2,1x11:3,1x12:3,2x01:1,2x02:1,2x03:2,2x05:1,2x06:2,2x08:2,2x10:1,2x11:2,2x12:1,3x01:1,3x02:1,3x03:1,3x04:3,3x07:1,3x08:1,3x09:1,3x11:2,3x12:1,4x01:1,4x02:1,4x03:1,4x04:1,4x05:1,4x06:1,4x07:1,4x09:1,4x10:3,4x11:2,4x12:2,5x02:3,5x03:2,5x05:1,5x07:2,5x08:1,5x09:2,5x10:1,5x11:1,5x12:1,6x01:1,6x02:1,6x05:1,6x06:1,6x07:1,6x09:1,6x10:1,6x12:2,7x01:2,7x02:2,7x05:1,7x06:4,7x07:1,7x08:1,7x10:2,7x11:1,7x12:3,8x02:1,8x03:1,8x05:2,8x06:4,8x08:4,8x09:1,8x11:3,8x12:3"
drink,115,55,"1x02:3,1x05:1,1x10:3,1x11:1,1x12:1,2x04:1,2x05:1,2x08:3,2x09:2,2x10:1,2x11:1,3x01:5,3x02:2,3x03:5,3x04:9,3x05:1,3x07:1,3x08:1,3x10:1,3x11:1,4x01:4,4x02:2,4x03:1,4x10:1,5x01:1,5x02:2,5x03:1,5x04:2,5x06:1,5x07:2,5x08:1,5x09:2,5x12:1,6x01:2,6x02:1,6x05:5,6x06:1,6x07:4,6x10:2,7x01:3,7x02:3,7x03:2,7x04:1,7x06:2,7x07:4,7x08:3,7x09:1,7x10:1,7x11:2,8x02:2,8x03:4,8x06:3,8x07:2,8x10:1,8x11:1"
eat,115,55,"1x01:1,1x02:2,1x06:1,1x07:1,1x09:2,1x10:4,1x11:4,2x01:1,2x02:1,2x04:2,2x05:3,2x06:2,2x08:4,2x09:4,3x03:1,3x04:2,3x05:3,3x06:3,3x07:3,3x08:1,3x12:1,4x02:1,4x03:2,4x07:2,4x08:4,4x09:10,4x10:2,4x11:1,5x02:1,5x03:2,5x04:1,5x07:3,5x08:1,5x11:2,6x01:1,6x02:1,6x03:1,6x04:2,6x05:2,6x06:1,6x08:2,7x02:3,7x03:1,7x05:2,7x07:1,7x08:3,8x02:2,8x03:2,8x06:2,8x07:1,8x08:3,8x09:3,8x10:1,8x11:1,8x12:2"
marry,115,50,"1x01:1,1x02:2,1x05:2,1x07:2,1x08:1,1x11:1,1x12:1,2x03:3,2x04:2,2x07:1,3x02:1,3x04:12,3x05:5,3x07:2,3x09:2,3x10:2,3x11:1,3x12:4,4x01:1,4x03:4,4x04:1,4x05:1,4x06:4,4x07:3,4x08:1,4x09:1,4x11:4,5x01:3,5x02:5,5x03:3,5x06:5,5x08:2,5x11:2,6x01:2,6x02:2,6x03:1,6x04:2,6x05:1,6x07:1,6x08:4,7x06:1,7x08:1,7x12:2,8x05:1,8x06:3,8x07:3,8x08:1,8x09:3,8x10:1,8x11:1"
sense,114,65,"1x01:2,1x02:2,1x03:1,1x05:2,1x08:3,1x10:1,1x11:4,1x12:2,2x01:1,2x02:1,2x03:1,2x04:2,2x06:3,2x07:4,2x08:1,2x09:2,2x10:2,2x11:2,2x12:1,3x01:1,3x02:1,3x03:1,3x04:2,3x06:1,3x08:2,3x11:1,4x02:2,4x03:1,4x05:2,4x06:3,4x07:2,4x08:1,4x09:2,4x10:2,4x12:1,5x02:1,5x05:1,5x06:3,5x08:2,5x09:1,5x10:1,5x11:1,5x12:1,6x01:2,6x04:1,6x06:3,6x07:2,6x09:1,6x10:3,6x12:3,7x01:3,7x03:1,7x04:3,7x05:1,7x06:1,7x09:2,7x10:4,7x11:2,8x02:2,8x03:1,8x05:1,8x06:2,8x07:1,8x08:1,8x09:1"
couple,112,61,"1x01:1,1x02:1,1x04:1,1x05:1,1x08:1,1x09:1,1x10:4,1x11:2,1x12:1,2x01:1,2x02:1,2x06:2,2x10:1,2x11:2,3x01:1,3x03:1,3x04:2,3x05:1,3x06:3,3x10:1,3x11:2,3x12:2,4x04:1,4x05:2,4x07:1,4x08:1,4x10:3,4x12:1,5x02:1,5x05:1,5x07:1,5x09:1,5x11:1,5x12:5,6x01:3,6x02:1,6x03:2,6x04:1,6x05:1,6x08:3,6x09:1,6x10:1,6x11:1,7x01:3,7x02:3,7x05:1,7x06:3,7x07:2,7x10:2,7x11:2,7x12:2,8x01:3,8x03:2,8x05:2,8x06:3,8x07:1,8x08:1,8x09:3,8x10:5,8x11:4,8x12:4"
fire,112,47,"1x01:1,1x03:1,1x08:1,1x09:3,1x10:1,2x03:2,2x04:1,2x05:1,2x06:1,2x07:5,2x08:8,2x09:1,2x12:7,3x01:1,3x02:1,3x05:1,3x08:1,3x12:1,4x03:1,4x04:1,5x05:1,5x06:3,5x08:2,5x09:2,5x11:2,5x12:1,6x02:1,6x04:3,6x06:3,6x09:1,6x10:2,6x11:2,6x12:6,7x01:2,7x02:2,7x03:3,7x05:3,7x06:1,7x07:2,7x09:5,7x10:16,7x12:1,8x01:3,8x02:1,8x09:1,8x10:2,8x11:1"
shot,112,57,"1x02:1,1x03:4,1x06:2,1x07:1,1x08:1,1x09:2,1x10:2,1x12:1,2x03:1,2x04:3,2x05:1,2x06:1,2x07:1,2x10:1,2x11:1,3x01:2,3x02:2,3x04:1,3x05:2,3x07:1,3x08:1,3x09:1,4x01:1,4x02:2,4x03:2,4x04:3,4x05:5,4x06:1,4x07:1,4x08:4,4x09:2,4x10:4,4x11:1,4x12:1,5x03:2,5x06:3,5x11:1,5x12:1,6x01:2,6x02:1,6x04:1,6x05:1,6x06:11,6x08:1,6x09:3,6x10:1,7x01:1,7x02:1,7x04:4,7x05:5,7x10:3,7x12:1,8x01:1,8x02:1,8x03:2,8x11:1,8x12:4"
later,111,57,"1x01:4,1x02:2,1x03:1,1x05:2,1x10:1,1x11:2,2x01:1,2x02:1,2x06:2,2x07:1,2x09:1,2x11:2,3x03:1,3x04:2,3x05:2,3x07:1,3x08:3,3x10:2,3x11:3,3x12:2,4x01:1,4x05:3,4x06:2,4x08:1,4x10:5,4x11:2,4x12:3,5x01:1,5x04:1,5x06:1,5x07:1,5x08:4,5x09:2,5x12:1,6x01:1,6x02:1,6x04:5,6x06:3,6x07:1,6x08:3,6x09:2,6x10:1,6x12:1,7x03:1,7x04:1,7x06:3,7x07:3,7x08:3,7x11:1,8x01:1,8x02:2,8x03:4,8x05:2,8x06:2,8x08:1,8x09:4,8x10:1"
news,111,57,"1x02:2,1x03:1,1x04:1,1x05:1,1x06:1,1x08:2,1x09:1,1x10:1,2x04:3,2x05:1,2x06:4,2x07:3,2x09:3,2x10:3,2x12:2,3x01:2,3x02:1,3x03:2,3x04:1,3x05:1,3x07:3,3x08:1,3x11:2,3x12:2,4x01:1,4x02:3,4x03:4,4x06:1,4x07:1,4x08:1,4x09:2,4x10:1,4x11:1,5x04:2,5x07:4,5x08:4,5x09:1,5x10:1,5x11:4,5x12:1,6x04:3,6x06:3,6x07:2,6x08:3,6x09:2,6x11:3,7x03:1,7x05:1,7x08:1,7x10:2,7x11:1,8x01:2,8x05:2,8x06:1,8x10:3,8x11:3,8x12:2"
true,111,58,"1x01:1,1x02:1,1x06:3,1x07:1,1x08:2,1x10:2,1x11:1,2x04:1,2x05:1,2x06:1,2x07:2,2x08:2,2x09:1,2x10:2,2x11:1,2x12:1,3x03:2,3x04:2,3x05:1,3x06:2,3x07:1,3x08:4,3x09:3,3x10:1,3x11:3,3x12:3,4x07:2,4x10:3,4x12:4,5x01:1,5x02:2,5x03:2,5x04:2,5x05:1,5x08:3,5x09:1,5x10:1,5x12:1,6x01:3,6x02:4,6x03:2,6x04:3,6x06:1,6x07:1,6x10:1,7x02:1,7x03:1,7x05:1,7x06:4,7x07:5,7x08:4,7x11:2,7x12:2,8x01:2,8x03:2,8x05:1,8x09:2,8x12:1"
far,110,65,"1x02:4,1x03:1,1x04:1,1x05:1,1x06:3,1x08:3,1x09:1,1x10:1,1x11:1,1x12:2,2x01:1,2x02:1,2x03:1,2x04:1,2x05:2,2x07:3,2x09:1,2x11:2,2x12:1,3x01:2,3x03:1,3x04:1,3x06:1,3x07:1,3x08:3,3x09:3,3x10:1,3x12:1,4x01:1,4x02:1,4x03:1,4x05:2,4x07:1,4x08:1,4x09:1,4x10:2,5x01:2,5x02:2,5x03:3,5x06:2,5x08:1,5x09:2,5x10:2,5x12:3,6x03:1,6x04:2,6x05:4,6x06:1,6x07:2,6x08:2,6x09:2,7x01:2,7x02:2,7x03:1,7x07:3,7x09:1,7x10:1,7x12:1,8x01:1,8x05:2,8x08:2,8x09:2,8x10:3,8x11:1,8x12:2"
pull,110,62,"1x01:1,1x02:3,1x03:4,1x04:2,1x05:2,1x06:1,1x07:1,1x08:1,1x12:2,2x01:2,2x02:2,2x03:2,2x05:1,2x06:4,2x07:2,2x08:1,2x09:2,3x04:2,3x05:1,3x06:1,3x07:4,3x10:1,3x12:1,4x01:2,4x02:2,4x03:1,4x04:3,4x05:2,4x07:1,4x08:1,4x10:1,4x11:2,4x12:3,5x03:1,5x04:1,5x06:2,5x08:1,5x11:1,6x02:1,6x03:4,6x04:1,6x05:1,6x07:1,6x08:1,6x10:1,7x01:1,7x02:1,7x05:2,7x07:5,7x08:1,7x09:3,7x10:4,7x11:1,7x12:2,8x02:2,8x03:2,8x05:1,8x08:1,8x09:2,8x10:1,8x11:2,8x12:2"
free,109,54,"1x03:1,1x04:1,1x05:3,1x06:2,1x07:1,1x08:1,1x12:10,2x01:1,2x02:1,2x06:2,2x07:3,2x08:3,2x10:4,2x11:2,2x12:3,3x01:1,3x03:3,3x04:1,3x07:4,3x08:3,3x10:1,3x11:1,3x12:1,4x01:1,4x02:1,4x03:1,4x04:3,4x07:1,4x08:3,4x10:2,5x01:1,5x02:1,5x07:2,5x08:1,5x11:1,5x12:1,6x04:1,6x06:3,6x07:4,6x08:2,6x10:1,7x03:3,7x04:1,7x06:1,7x07:4,7x08:2,7x09:2,7x11:1,7x12:2,8x01:2,8x06:1,8x07:3,8x08:2,8x10:2"
heart,108,60,"1x01:1,1x02:3,1x03:1,1x04:3,1x05:1,1x06:2,1x07:3,1x08:2,1x09:5,1x10:2,1x11:2,1x12:2,2x03:3,2x04:1,2x06:1,2x10:4,2x11:2,3x01:1,3x04:2,3x05:2,3x08:2,3x11:2,3x12:1,4x01:1,4x02:1,4x03:1,4x04:2,4x06:1,4x08:2,4x09:1,4x11:1,4x12:1,5x01:1,5x05:1,5x06:2,5x08:1,5x10:1,6x01:1,6x03:3,6x04:1,6x06:2,6x07:1,6x08:4,6x09:1,6x10:1,7x01:2,7x02:1,7x03:2,7x04:1,7x06:4,7x07:6,7x08:2,7x10:1,7x11:1,7x12:1,8x01:2,8x05:1,8x06:1,8x11:2,8x12:2"
sit,108,56,"1x01:1,1x03:1,1x05:1,1x07:1,1x08:2,1x09:2,1x11:4,1x12:5,2x03:1,2x05:1,2x06:2,2x08:2,2x09:2,2x10:1,2x12:1,3x01:1,3x04:1,3x06:1,3x08:3,3x09:4,3x10:3,3x11:2,4x03:3,4x05:1,4x06:3,4x08:2,4x12:1,5x01:1,5x04:1,5x05:2,5x06:1,5x07:6,5x08:1,5x09:2,5x11:1,5x12:1,6x01:2,6x02:2,6x03:6,6x04:1,6x05:1,6x07:3,6x08:1,6x10:1,6x11:4,6x12:1,7x02:3,7x03:3,7x04:2,7x05:2,7x08:2,8x01:2,8x02:1,8x06:1,8x10:1,8x12:1"
gun,107,47,"1x01:1,1x03:2,1x06:3,1x08:3,1x09:5,1x11:1,2x01:1,2x02:1,2x04:4,2x06:1,2x07:1,2x08:1,3x01:1,3x02:1,3x04:1,3x07:1,3x08:2,3x12:2,4x04:5,4x05:2,4x06:1,4x08:1,5x02:2,5x05:2,5x06:4,5x07:4,5x08:2,6x01:1,6x02:1,6x05:2,6x06:4,6x07:1,6x09:5,7x01:1,7x02:1,7x04:5,7x05:2,7x06:1,7x08:3,7x09:1,7x10:4,7x11:1,7x12:2,8x01:5,8x02:6,8x03:5,8x12:1"
story,107,58,"1x01:2,1x02:1,1x03:1,1x05:2,1x06:1,1x08:3,1x09:1,1x10:2,1x12:1,2x01:3,2x02:3,2x03:3,2x04:1,2x06:4,2x07:2,2x09:1,2x10:1,2x11:1,3x01:2,3x04:3,3x05:1,3x08:3,3x12:1,4x01:1,4x02:1,4x03:1,4x05:3,4x07:2,4x08:2,4x11:1,5x02:2,5x04:1,5x07:1,5x08:3,5x09:1,6x01:1,6x02:6,6x04:1,6x05:1,6x07:3,6x08:1,6x11:3,7x02:2,7x05:3,7x06:4,7x07:3,7x09:1,7x10:2,7x11:1,8x01:2,8x02:2,8x03:2,8x05:1,8x07:1,8x08:1,8x09:2,8x11:1,8x12:1"
secret,105,53,"1x02:1,1x04:1,1x05:1,1x06:1,1x07:3,1x08:1,1x09:1,1x12:1,2x01:1,2x02:1,2x03:3,2x04:4,2x05:3,2x08:1,2x09:2,2x10:1,2x12:2,3x01:2,3x03:1,3x04:7,3x05:1,3x06:1,3x07:2,3x08:2,3x10:1,3x11:3,3x12:7,4x01:2,4x02:1,4x04:1,4x05:4,4x06:3,4x07:3,4x11:2,5x01:1,5x02:3,5x07:2,5x08:1,5x09:4,6x05:1,6x08:2,6x10:1,6x11:1,7x01:4,7x03:1,7x06:2,7x08:2,7x09:1,7x11:3,7x12:1,8x01:2,8x02:1,8x05:1"
arrest,104,51,"1x01:1,1x02:1,1x07:1,1x08:1,1x09:2,1x10:2,1x11:1,1x12:4,2x04:1,2x05:1,2x08:3,2x11:3,3x03:3,3x04:1,3x06:2,3x07:2,3x08:1,3x09:3,3x10:1,4x01:1,4x02:1,4x03:1,4x04:1,4x07:2,4x08:1,4x11:3,5x05:1,5x07:2,5x11:3,5x12:1,6x01:1,6x05:2,6x06:2,6x08:2,7x02:4,7x03:3,7x04:1,7x05:5,7x06:4,7x07:1,7x08:4,7x10:2,7x11:3,7x12:5,8x01:1,8x02:1,8x05:2,8x07:3,8x08:5,8x10:1,8x11:1"
